APURAÇÃO;PRODUTO;VENDEDOR;SUPERVISOR;CANAL_VENDAS;META
;;Shaun Murphy;Clementina Silva;Internet;4200
;;;;Lojas Afiliadas;8300
;;;;Lojas Próprias;9400
;;Thomas Shelby;Carleta Joaquina;Internet;4200
;;;;Lojas Afiliadas;8300
;;;;Lojas Próprias;9400
;;Walter White;Carleta Joaquina;Internet;4200
;;;;Lojas Afiliadas;8300
;;;;Lojas Próprias;9400
;Café Prata;Annalise Keating;Josvaldo Ferreira;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Dexter Morgan;Josvaldo Ferreira;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Elliot Alderson;Clementina Silva;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Gregory House;Clementina Silva;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Ítalo Teotônio;Carleta Joaquina;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Jack Bauer;Teobaldo Souza;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Michael Scofield;Astolfo Péricles;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Norma Bates;Teobaldo Souza;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Randal Pearson;Josvaldo Ferreira;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Shaun Murphy;Clementina Silva;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Thomas Shelby;Carleta Joaquina;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;;Walter White;Carleta Joaquina;Internet;4500
;;;;Lojas Afiliadas;4400
;;;;Lojas Próprias;5700
;Cerveja Bronze;Annalise Keating;Josvaldo Ferreira;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Dexter Morgan;Josvaldo Ferreira;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Elliot Alderson;Clementina Silva;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Gregory House;Clementina Silva;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Ítalo Teotônio;Carleta Joaquina;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Jack Bauer;Teobaldo Souza;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Michael Scofield;Astolfo Péricles;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Norma Bates;Teobaldo Souza;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Randal Pearson;Josvaldo Ferreira;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Shaun Murphy;Clementina Silva;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Thomas Shelby;Carleta Joaquina;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;;Walter White;Carleta Joaquina;Internet;6700
;;;;Lojas Afiliadas;7800
;;;;Lojas Próprias;10200
;Cerveja Diamante;Annalise Keating;Josvaldo Ferreira;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Dexter Morgan;Josvaldo Ferreira;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Elliot Alderson;Clementina Silva;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Gregory House;Clementina Silva;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Ítalo Teotônio;Carleta Joaquina;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Jack Bauer;Teobaldo Souza;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Michael Scofield;Astolfo Péricles;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Norma Bates;Teobaldo Souza;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Randal Pearson;Josvaldo Ferreira;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Shaun Murphy;Clementina Silva;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Thomas Shelby;Carleta Joaquina;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;;Walter White;Carleta Joaquina;Internet;20600
;;;;Lojas Afiliadas;18000
;;;;Lojas Próprias;21500
;Cerveja Ouro;Annalise Keating;Josvaldo Ferreira;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Dexter Morgan;Josvaldo Ferreira;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Elliot Alderson;Clementina Silva;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Gregory House;Clementina Silva;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Ítalo Teotônio;Carleta Joaquina;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Jack Bauer;Teobaldo Souza;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Michael Scofield;Astolfo Péricles;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Norma Bates;Teobaldo Souza;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Randal Pearson;Josvaldo Ferreira;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Shaun Murphy;Clementina Silva;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Thomas Shelby;Carleta Joaquina;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;;Walter White;Carleta Joaquina;Internet;10400
;;;;Lojas Afiliadas;10800
;;;;Lojas Próprias;16400
;Cerveja Prata;Annalise Keating;Josvaldo Ferreira;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Dexter Morgan;Josvaldo Ferreira;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Elliot Alderson;Clementina Silva;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Gregory House;Clementina Silva;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Ítalo Teotônio;Carleta Joaquina;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Jack Bauer;Teobaldo Souza;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Michael Scofield;Astolfo Péricles;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Norma Bates;Teobaldo Souza;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Randal Pearson;Josvaldo Ferreira;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Shaun Murphy;Clementina Silva;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Thomas Shelby;Carleta Joaquina;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;;Walter White;Carleta Joaquina;Internet;10200
;;;;Lojas Afiliadas;12300
;;;;Lojas Próprias;17400
;Refrigerante Bronze;Annalise Keating;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Dexter Morgan;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Elliot Alderson;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Gregory House;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Ítalo Teotônio;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Jack Bauer;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Michael Scofield;Astolfo Péricles;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Norma Bates;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Randal Pearson;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Shaun Murphy;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Thomas Shelby;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;;Walter White;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;6700
;;;;Lojas Próprias;9000
;Refrigerante Diamante;Annalise Keating;Josvaldo Ferreira;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Dexter Morgan;Josvaldo Ferreira;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Elliot Alderson;Clementina Silva;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Gregory House;Clementina Silva;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Ítalo Teotônio;Carleta Joaquina;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Jack Bauer;Teobaldo Souza;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Michael Scofield;Astolfo Péricles;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Norma Bates;Teobaldo Souza;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Randal Pearson;Josvaldo Ferreira;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Shaun Murphy;Clementina Silva;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Thomas Shelby;Carleta Joaquina;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;;Walter White;Carleta Joaquina;Internet;9900
;;;;Lojas Afiliadas;11100
;;;;Lojas Próprias;14600
;Refrigerante Ouro;Annalise Keating;Josvaldo Ferreira;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Dexter Morgan;Josvaldo Ferreira;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Elliot Alderson;Clementina Silva;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Gregory House;Clementina Silva;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Ítalo Teotônio;Carleta Joaquina;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Jack Bauer;Teobaldo Souza;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Michael Scofield;Astolfo Péricles;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Norma Bates;Teobaldo Souza;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Randal Pearson;Josvaldo Ferreira;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Shaun Murphy;Clementina Silva;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Thomas Shelby;Carleta Joaquina;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;;Walter White;Carleta Joaquina;Internet;7100
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;12700
;Refrigerante Prata;Annalise Keating;Josvaldo Ferreira;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Dexter Morgan;Josvaldo Ferreira;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Elliot Alderson;Clementina Silva;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Gregory House;Clementina Silva;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Ítalo Teotônio;Carleta Joaquina;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Jack Bauer;Teobaldo Souza;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Michael Scofield;Astolfo Péricles;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Norma Bates;Teobaldo Souza;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Randal Pearson;Josvaldo Ferreira;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Shaun Murphy;Clementina Silva;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Thomas Shelby;Carleta Joaquina;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;;Walter White;Carleta Joaquina;Internet;10100
;;;;Lojas Afiliadas;9300
;;;;Lojas Próprias;10100
;Suco Bronze;Annalise Keating;Josvaldo Ferreira;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Dexter Morgan;Josvaldo Ferreira;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Elliot Alderson;Clementina Silva;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Gregory House;Clementina Silva;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Ítalo Teotônio;Carleta Joaquina;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Jack Bauer;Teobaldo Souza;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Michael Scofield;Astolfo Péricles;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Norma Bates;Teobaldo Souza;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Randal Pearson;Josvaldo Ferreira;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Shaun Murphy;Clementina Silva;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Thomas Shelby;Carleta Joaquina;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;;Walter White;Carleta Joaquina;Internet;3400
;;;;Lojas Afiliadas;7100
;;;;Lojas Próprias;6900
;Suco Diamante;Annalise Keating;Josvaldo Ferreira;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Dexter Morgan;Josvaldo Ferreira;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Elliot Alderson;Clementina Silva;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Gregory House;Clementina Silva;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Ítalo Teotônio;Carleta Joaquina;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Jack Bauer;Teobaldo Souza;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Michael Scofield;Astolfo Péricles;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Norma Bates;Teobaldo Souza;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Randal Pearson;Josvaldo Ferreira;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Shaun Murphy;Clementina Silva;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Thomas Shelby;Carleta Joaquina;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;;Walter White;Carleta Joaquina;Internet;5500
;;;;Lojas Afiliadas;6200
;;;;Lojas Próprias;9500
;Suco Ouro;Annalise Keating;Josvaldo Ferreira;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Dexter Morgan;Josvaldo Ferreira;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Elliot Alderson;Clementina Silva;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Gregory House;Clementina Silva;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Ítalo Teotônio;Carleta Joaquina;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Jack Bauer;Teobaldo Souza;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Michael Scofield;Astolfo Péricles;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Norma Bates;Teobaldo Souza;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Randal Pearson;Josvaldo Ferreira;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Shaun Murphy;Clementina Silva;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Thomas Shelby;Carleta Joaquina;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;;Walter White;Carleta Joaquina;Internet;5500
;;;;Lojas Afiliadas;8000
;;;;Lojas Próprias;7200
;Suco Prata;Annalise Keating;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Dexter Morgan;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Elliot Alderson;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Gregory House;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Ítalo Teotônio;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Jack Bauer;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Michael Scofield;Astolfo Péricles;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Norma Bates;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Randal Pearson;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Shaun Murphy;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Thomas Shelby;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
;;Walter White;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;6000
;;;;Lojas Próprias;7600
30/06/2020;Café Bronze;Annalise Keating;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Dexter Morgan;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Elliot Alderson;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Gregory House;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Ítalo Teotônio;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Jack Bauer;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Michael Scofield;Astolfo Péricles;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Norma Bates;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Randal Pearson;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Shaun Murphy;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Thomas Shelby;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;;Walter White;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;3400
;;;;Lojas Próprias;7100
;Café Diamante;Annalise Keating;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Dexter Morgan;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Elliot Alderson;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Gregory House;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Ítalo Teotônio;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Jack Bauer;Teobaldo Souza;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Michael Scofield;Astolfo Péricles;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Norma Bates;Teobaldo Souza;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Randal Pearson;Josvaldo Ferreira;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Shaun Murphy;Clementina Silva;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Thomas Shelby;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;;Walter White;Carleta Joaquina;Internet;5400
;;;;Lojas Afiliadas;7900
;;;;Lojas Próprias;8100
;Café Ouro;Annalise Keating;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Dexter Morgan;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Elliot Alderson;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Gregory House;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Ítalo Teotônio;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Jack Bauer;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Michael Scofield;Astolfo Péricles;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Norma Bates;Teobaldo Souza;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Randal Pearson;Josvaldo Ferreira;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Shaun Murphy;Clementina Silva;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Thomas Shelby;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;;Walter White;Carleta Joaquina;Internet;4000
;;;;Lojas Afiliadas;5900
;;;;Lojas Próprias;6700
;Café Prata;Annalise Keating;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Dexter Morgan;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Elliot Alderson;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Gregory House;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Ítalo Teotônio;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Jack Bauer;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Michael Scofield;Astolfo Péricles;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Norma Bates;Teobaldo Souza;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Randal Pearson;Josvaldo Ferreira;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Shaun Murphy;Clementina Silva;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Thomas Shelby;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;;Walter White;Carleta Joaquina;Internet;3500
;;;;Lojas Afiliadas;5300
;;;;Lojas Próprias;5700
;Cerveja Bronze;Annalise Keating;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;9100
;;Dexter Morgan;Josvaldo Ferreira;Internet;6900
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;9100
;;Elliot Alderson;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;9100
;;Gregory House;Clementina Silva;Internet;6900
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;9100
;;Ítalo Teotônio;Carleta Joaquina;Internet;6900
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;9100
;;Jack Bauer;Teobaldo Souza;Internet;6900
;;;;Lojas Afiliadas;8400
;;;;Lojas Próprias;9100
;;Michael Scofield;Astolfo Péricles;Internet;6900
;;;;Lojas Afiliadas;8400
